net,epoch,loss,pde_loss,bc_loss,epoch_time_s,elapsed_s,lambda_weight
Net3(),1,0.002714,0.001893,0.000008,0.009,0.009,100.000
Net3(),200,0.027622,0.020965,0.000067,0.009,1.944,100.000
Net3(),400,0.017870,0.015896,0.000020,0.009,3.878,100.000
Net3(),600,0.100410,0.074955,0.000255,0.009,5.798,100.000
Net3(),800,0.595728,0.548233,0.000475,0.009,7.730,100.000
Net3(),1000,0.074138,0.070890,0.000032,0.014,10.059,100.000
Net3(),1200,0.027492,0.025123,0.000024,0.009,12.073,100.000
Net3(),1400,1.939678,1.897925,0.000418,0.009,13.994,100.000
Net3(),1600,0.814138,0.777755,0.000364,0.010,15.919,100.000
Net3(),1800,0.038395,0.034604,0.000038,0.009,17.841,100.000
Net3(),2000,0.224723,0.214204,0.000105,0.009,19.774,100.000
Net3(),2200,0.118875,0.102017,0.000169,0.009,22.152,100.000
Net3(),2400,0.057344,0.053310,0.000040,0.010,24.081,100.000
Net3(),2600,0.877503,0.840856,0.000366,0.009,26.000,100.000
Net3(),2800,0.153535,0.140647,0.000129,0.009,27.923,100.000
Net3(),3000,0.037830,0.033697,0.000041,0.009,29.834,100.000
Net3(),3200,0.190881,0.175505,0.000154,0.009,31.797,100.000
Net3(),3400,0.491251,0.466807,0.000244,0.009,34.199,100.000
Net3(),3600,0.912286,0.846795,0.000655,0.009,36.141,100.000
Net3(),3800,0.041654,0.037476,0.000042,0.010,38.065,100.000
Net3(),4000,0.834522,0.776695,0.000578,0.010,39.989,100.000
Net3(),4200,0.113822,0.107775,0.000060,0.009,41.941,100.000
Net3(),4400,0.163157,0.148094,0.000151,0.012,43.865,100.000
Net3(),4600,0.220247,0.207346,0.000129,0.009,46.271,100.000
Net3(),4800,0.181850,0.173144,0.000087,0.010,48.198,100.000
Net3(),5000,0.044073,0.038941,0.000051,0.009,50.118,100.000
Net3(),5200,0.743914,0.723180,0.000207,0.010,52.053,100.000
Net3(),5400,0.036213,0.032800,0.000034,0.010,53.978,100.000
Net3(),5600,0.073865,0.071212,0.000027,0.014,55.983,100.000
Net3(),5800,0.348318,0.335011,0.000133,0.009,58.274,100.000
Net3(),6000,0.241814,0.234064,0.000078,0.009,60.179,100.000
Net3(),6200,0.111248,0.104327,0.000069,0.009,62.119,100.000
Net3(),6400,0.546852,0.511405,0.000354,0.009,64.060,100.000
Net3(),6600,0.060106,0.057454,0.000027,0.009,65.958,100.000
Net3(),6800,0.823802,0.796960,0.000268,0.012,67.997,100.000
Net3(),7000,0.134562,0.130503,0.000041,0.009,70.304,100.000
Net3(),7200,0.053895,0.046247,0.000076,0.009,72.231,100.000
Net3(),7400,0.096165,0.082545,0.000136,0.010,74.164,100.000
Net3(),7600,0.015097,0.013600,0.000015,0.014,76.099,100.000
Net3(),7800,0.146518,0.142479,0.000040,0.009,78.030,100.000
Net3(),8000,0.078431,0.073400,0.000050,0.012,80.150,100.000
Net3(),8200,0.032789,0.028631,0.000042,0.015,82.356,100.000
Net3(),8400,0.333041,0.307625,0.000254,0.010,84.283,100.000
Net3(),8600,0.044329,0.041241,0.000031,0.009,86.229,100.000
Net3(),8800,0.532162,0.495924,0.000362,0.010,88.165,100.000
Net3(),9000,0.073194,0.066764,0.000064,0.010,90.106,100.000
Net3(),9200,0.087582,0.084263,0.000033,0.011,92.294,100.000
Net3(),9400,0.580148,0.564297,0.000159,0.009,94.455,100.000
Net3(),9600,0.073472,0.070902,0.000026,0.010,96.394,100.000
Net3(),9800,0.140479,0.135235,0.000052,0.009,98.331,100.000
Net3(),10000,0.151411,0.142935,0.000085,0.009,100.276,100.000
Net3(),10200,0.015728,0.013714,0.000020,0.009,102.227,100.000
Net3(),10400,0.056181,0.051969,0.000042,0.012,104.482,100.000
Net3(),10600,0.168019,0.159511,0.000085,0.009,106.563,100.000
Net3(),10800,0.110937,0.104334,0.000066,0.009,108.489,100.000
Net3(),11000,0.011424,0.009742,0.000017,0.012,110.422,100.000
Net3(),11200,0.120609,0.113737,0.000069,0.009,112.334,100.000
Net3(),11400,0.022185,0.020821,0.000014,0.010,114.277,100.000
Net3(),11600,0.043103,0.039968,0.000031,0.018,116.622,100.000
Net3(),11800,0.108555,0.097147,0.000114,0.009,118.596,100.000
Net3(),12000,0.030885,0.028941,0.000019,0.009,120.536,100.000
Net3(),12200,0.051461,0.049728,0.000017,0.010,122.506,100.000
Net3(),12400,0.492575,0.463999,0.000286,0.009,124.444,100.000
Net3(),12600,0.244287,0.240739,0.000035,0.009,126.383,100.000
Net3(),12800,0.092102,0.086725,0.000054,0.009,128.803,100.000
Net3(),13000,0.023291,0.021731,0.000016,0.010,130.766,100.000
Net3(),13200,0.112775,0.109546,0.000032,0.010,132.742,100.000
Net3(),13400,0.036958,0.035676,0.000013,0.009,134.697,100.000
Net3(),13600,0.026994,0.025029,0.000020,0.009,136.642,100.000
Net3(),13800,0.193066,0.188421,0.000046,0.010,138.600,100.000
Net3(),14000,0.038993,0.037799,0.000012,0.009,141.034,100.000
Net3(),14200,0.137658,0.123210,0.000144,0.009,142.965,100.000
Net3(),14400,0.026430,0.023658,0.000028,0.009,144.891,100.000
Net3(),14600,0.073634,0.071346,0.000023,0.009,146.803,100.000
Net3(),14800,0.126987,0.115886,0.000111,0.009,148.697,100.000
Net3(),15000,0.068661,0.061156,0.000075,0.015,150.702,100.000
Net3(),15200,0.254266,0.236992,0.000173,0.009,153.075,100.000
Net3(),15400,0.037824,0.036420,0.000014,0.010,155.025,100.000
Net3(),15600,0.075945,0.074534,0.000014,0.010,156.978,100.000
Net3(),15800,0.076600,0.074493,0.000021,0.010,158.940,100.000
Net3(),16000,0.055440,0.052664,0.000028,0.009,160.887,100.000
Net3(),16200,0.038213,0.036369,0.000018,0.012,163.004,100.000
Net3(),16400,0.156235,0.150405,0.000058,0.009,165.250,100.000
Net3(),16600,0.282755,0.279100,0.000037,0.009,167.185,100.000
Net3(),16800,0.011060,0.009437,0.000016,0.009,169.110,100.000
