,0
0,0.001117706298828125
1,0.00093841552734375
2,0.0011987686157226562
3,0.0012209415435791016
4,0.0012085437774658203
5,0.0012688636779785156
6,0.0011820793151855469
7,0.0012443065643310547
8,0.0012426376342773438
9,0.0012154579162597656
10,0.0012269020080566406
11,0.0015273094177246094
12,0.0012776851654052734
13,0.0012593269348144531
14,0.0012507438659667969
15,0.0012371540069580078
16,0.0014421939849853516
17,0.00127410888671875
18,0.0009307861328125
19,0.0009160041809082031
20,0.000926971435546875
21,0.0013790130615234375
22,0.0011768341064453125
23,0.0011234283447265625
24,0.0011119842529296875
25,0.0010404586791992188
26,0.0010006427764892578
27,0.0009129047393798828
28,0.0008721351623535156
29,0.000997781753540039
30,0.0013027191162109375
31,0.0016489028930664062
32,0.0012862682342529297
33,0.0012764930725097656
34,0.0011968612670898438
35,0.0012536048889160156
36,0.0011935234069824219
37,0.0010385513305664062
38,0.001279592514038086
39,0.001348733901977539
40,0.0012400150299072266
41,0.0016236305236816406
42,0.0013713836669921875
43,0.00127410888671875
44,0.0012941360473632812
45,0.0012984275817871094
46,0.001413106918334961
47,0.0013620853424072266
48,0.0014083385467529297
49,0.0014159679412841797
50,0.0016193389892578125
51,0.0012860298156738281
52,0.001316070556640625
53,0.001262664794921875
54,0.0012564659118652344
55,0.0012791156768798828
56,0.0012676715850830078
57,0.001287698745727539
58,0.0012350082397460938
59,0.0012121200561523438
60,0.001241445541381836
61,0.0012183189392089844
62,0.0012176036834716797
63,0.001218557357788086
64,0.0011806488037109375
65,0.0012350082397460938
66,0.0019207000732421875
67,0.0012369155883789062
68,0.0012178421020507812
69,0.0012078285217285156
70,0.0011930465698242188
71,0.0012454986572265625
72,0.0012154579162597656
73,0.0011947154998779297
74,0.0012731552124023438
75,0.0014836788177490234
76,0.0014786720275878906
77,0.001493215560913086
78,0.0014944076538085938
79,0.001499176025390625
80,0.0024826526641845703
81,0.0009288787841796875
82,0.000888824462890625
83,0.0007638931274414062
84,0.0007038116455078125
85,0.0008356571197509766
86,0.0006976127624511719
87,0.0007557868957519531
88,0.0007042884826660156
89,0.0006971359252929688
90,0.0007202625274658203
91,0.0006973743438720703
92,0.0007102489471435547
93,0.0007064342498779297
94,0.0007014274597167969
95,0.0007157325744628906
96,0.0007047653198242188
97,0.0006971359252929688
98,0.0007026195526123047
99,0.0007090568542480469
