net,epoch,loss,pde_loss,bc_loss,epoch_time_s,elapsed_s,lambda_weight
Net11(),1,0.000492,0.000237,0.000017,0.020,0.020,15.000
Net11(),200,0.096380,0.045962,0.003361,0.019,4.544,15.000
Net11(),400,0.051645,0.031224,0.001361,0.020,8.534,15.000
Net11(),600,0.736569,0.721609,0.000997,0.019,12.523,15.000
Net11(),800,0.217408,0.205422,0.000799,0.020,17.115,15.000
Net11(),1000,0.041931,0.031387,0.000703,0.019,21.116,15.000
Net11(),1200,0.048614,0.038085,0.000702,0.025,25.283,15.000
Net11(),1400,0.161032,0.150951,0.000672,0.019,29.639,15.000
Net11(),1600,0.056589,0.044344,0.000816,0.021,33.622,15.000
Net11(),1800,0.112348,0.101154,0.000746,0.028,38.005,15.000
Net11(),2000,0.524248,0.506568,0.001179,0.019,42.183,15.000
Net11(),2200,0.068892,0.061699,0.000480,0.020,46.193,15.000
Net11(),2400,0.184764,0.175602,0.000611,0.019,50.762,15.000
Net11(),2600,0.046916,0.040273,0.000443,0.019,54.741,15.000
Net11(),2800,0.128594,0.121534,0.000471,0.021,58.817,15.000
Net11(),3000,0.020845,0.013530,0.000488,0.020,63.392,15.000
Net11(),3200,0.198622,0.189578,0.000603,0.020,67.449,15.000
Net11(),3400,0.489402,0.470466,0.001262,0.019,71.433,15.000
Net11(),3600,0.276124,0.266349,0.000652,0.021,75.961,15.000
Net11(),3800,0.370013,0.356469,0.000903,0.021,79.963,15.000
Net11(),4000,0.114462,0.106349,0.000541,0.019,84.007,15.000
Net11(),4200,0.257485,0.249524,0.000531,0.019,88.530,15.000
Net11(),4400,0.016869,0.010877,0.000399,0.020,92.603,15.000
Net11(),4600,1.176628,1.151745,0.001659,0.026,96.768,15.000
Net11(),4800,0.020545,0.014491,0.000404,0.020,101.250,15.000
Net11(),5000,0.196498,0.186608,0.000659,0.019,105.237,15.000
Net11(),5200,0.275558,0.270416,0.000343,0.025,109.439,15.000
Net11(),5400,0.017356,0.010846,0.000434,0.019,113.761,15.000
Net11(),5600,0.356791,0.347192,0.000640,0.019,117.782,15.000
Net11(),5800,0.031989,0.027070,0.000328,0.028,122.163,15.000
Net11(),6000,0.087287,0.077438,0.000657,0.019,126.347,15.000
Net11(),6200,0.024684,0.020150,0.000302,0.019,130.332,15.000
Net11(),6400,0.107837,0.102070,0.000384,0.019,134.869,15.000
Net11(),6600,0.111394,0.106750,0.000310,0.020,138.875,15.000
