net,epoch,loss,pde_loss,bc_loss,epoch_time_s,elapsed_s,lambda_weight
Net11(),1,0.000321,0.000149,0.000003,0.019,0.019,50.000
Net11(),200,0.136266,0.068818,0.001349,0.019,3.993,50.000
Net11(),400,0.142080,0.100029,0.000841,0.019,8.025,50.000
Net11(),600,0.199270,0.177399,0.000437,0.019,12.618,50.000
Net11(),800,0.062366,0.046789,0.000312,0.019,16.594,50.000
Net11(),1000,0.109122,0.087862,0.000425,0.021,20.565,50.000
Net11(),1200,0.520515,0.458103,0.001248,0.020,25.081,50.000
Net11(),1400,0.041290,0.035657,0.000113,0.019,29.024,50.000
Net11(),1600,0.337121,0.326005,0.000222,0.019,32.994,50.000
Net11(),1800,0.492288,0.482957,0.000187,0.019,37.521,50.000
Net11(),2000,0.025008,0.021424,0.000072,0.021,41.506,50.000
Net11(),2200,0.129045,0.119449,0.000192,0.025,45.605,50.000
Net11(),2400,0.247362,0.226559,0.000416,0.019,49.991,50.000
Net11(),2600,0.079111,0.076278,0.000057,0.020,53.988,50.000
Net11(),2800,0.018987,0.016779,0.000044,0.023,58.252,50.000
Net11(),3000,0.393070,0.384488,0.000172,0.019,62.468,50.000
Net11(),3200,0.232105,0.227562,0.000091,0.019,66.492,50.000
Net11(),3400,0.237880,0.232150,0.000115,0.036,71.028,50.000
Net11(),3600,1.184708,1.148876,0.000717,0.020,75.002,50.000
Net11(),3800,0.009073,0.007303,0.000035,0.020,78.976,50.000
Net11(),4000,0.064514,0.055928,0.000172,0.021,83.502,50.000
Net11(),4200,0.235486,0.226907,0.000172,0.019,87.482,50.000
Net11(),4400,0.006154,0.004107,0.000041,0.020,91.447,50.000
Net11(),4600,0.004453,0.003350,0.000022,0.024,96.061,50.000
Net11(),4800,0.012936,0.009938,0.000060,0.020,100.056,50.000
Net11(),5000,0.235819,0.215421,0.000408,0.019,104.027,50.000
Net11(),5200,0.402630,0.396368,0.000125,0.031,108.553,50.000
Net11(),5400,0.036882,0.034052,0.000057,0.019,112.496,50.000
Net11(),5600,0.148033,0.139266,0.000175,0.019,116.495,50.000
Net11(),5800,0.008691,0.006828,0.000037,0.020,121.023,50.000
Net11(),6000,0.038124,0.036778,0.000027,0.020,125.008,50.000
Net11(),6200,0.026462,0.023596,0.000057,0.019,129.038,50.000
Net11(),6400,0.112526,0.108668,0.000077,0.019,133.547,50.000
Net11(),6600,0.074970,0.072731,0.000045,0.019,137.493,50.000
Net11(),6800,0.205213,0.196706,0.000170,0.025,141.614,50.000
Net11(),7000,0.112828,0.102578,0.000205,0.019,145.979,50.000
Net11(),7200,0.041281,0.039209,0.000041,0.019,149.928,50.000
Net11(),7400,0.226230,0.220040,0.000124,0.023,154.175,50.000
Net11(),7600,0.011684,0.010153,0.000031,0.019,158.454,50.000
Net11(),7800,0.007237,0.005839,0.000028,0.019,162.462,50.000
Net11(),8000,0.021595,0.019524,0.000041,0.030,166.853,50.000
Net11(),8200,0.092945,0.083894,0.000181,0.021,170.938,50.000
Net11(),8400,0.013828,0.012343,0.000030,0.019,174.973,50.000
Net11(),8600,0.085974,0.074693,0.000226,0.023,179.489,50.000
Net11(),8800,0.004628,0.003657,0.000019,0.020,183.452,50.000
Net11(),9000,0.014793,0.013888,0.000018,0.019,187.482,50.000
