net,epoch,loss,pde_loss,bc_loss,epoch_time_s,elapsed_s,lambda_weight
Net11,1,0.015759,0.004371,0.009111,0.021,0.021,1.250
Net11,200,1.749634,0.696362,0.842618,0.019,3.900,1.250
Net11,400,1.014351,0.273602,0.592599,0.032,8.352,1.250
Net11,600,0.771176,0.162778,0.486719,0.018,12.347,1.250
Net11,800,1.418758,0.911781,0.405582,0.019,16.266,1.250
Net11,1000,1.930657,1.546628,0.307223,0.019,20.766,1.250
Net11,1200,1.365146,1.053715,0.249145,0.019,24.639,1.250
Net11,1400,1.637365,1.378159,0.207365,0.019,28.545,1.250
Net11,1600,3.593789,3.374608,0.175345,0.019,32.988,1.250
Net11,1800,0.261939,0.086115,0.140659,0.020,36.882,1.250
Net11,2000,0.789521,0.644338,0.116146,0.020,40.797,1.250
Net11,2200,0.214634,0.091449,0.098548,0.019,45.266,1.250
Net11,2400,1.864211,1.718281,0.116744,0.019,49.221,1.250
Net11,2600,0.142609,0.049691,0.074334,0.019,53.094,1.250
Net11,2800,0.134917,0.054337,0.064464,0.019,57.554,1.250
Net11,3000,0.355585,0.279752,0.060667,0.019,61.441,1.250
Net11,3200,3.539428,3.458155,0.065018,0.020,65.326,1.250
Net11,3400,1.729388,1.673872,0.044413,0.019,69.756,1.250
Net11,3600,0.123280,0.063878,0.047522,0.022,73.641,1.250
Net11,3800,1.085758,1.024306,0.049161,0.019,77.542,1.250
Net11,4000,0.281099,0.222946,0.046522,0.019,82.070,1.250
Net11,4200,1.361746,1.290980,0.056613,0.020,85.974,1.250
Net11,4400,0.100470,0.060927,0.031634,0.019,89.854,1.250
Net11,4600,0.153635,0.117975,0.028528,0.019,94.291,1.250
Net11,4800,1.288674,1.248719,0.031964,0.019,98.199,1.250
Net11,5000,0.439727,0.408868,0.024687,0.019,102.088,1.250
Net11,5200,0.217362,0.176650,0.032570,0.019,106.561,1.250
Net11,5400,1.029484,1.000950,0.022828,0.019,110.484,1.250
Net11,5600,0.094410,0.059296,0.028091,0.019,114.348,1.250
Net11,5800,0.332587,0.308270,0.019454,0.019,118.816,1.250
Net11,6000,0.050721,0.016109,0.027689,0.019,122.717,1.250
Net11,6200,0.295382,0.271714,0.018935,0.018,126.657,1.250
Net11,6400,1.096654,1.071856,0.019839,0.019,131.089,1.250
Net11,6600,0.109731,0.089911,0.015855,0.018,135.007,1.250
Net11,6800,0.455731,0.431272,0.019567,0.021,138.897,1.250
Net11,7000,1.288710,1.266833,0.017501,0.019,143.382,1.250
Net11,7200,1.237318,1.214521,0.018237,0.019,147.268,1.250
Net11,7400,0.805946,0.787415,0.014824,0.019,151.152,1.250
Net11,7600,0.076803,0.059703,0.013680,0.019,155.651,1.250
Net11,7800,1.156363,1.140263,0.012880,0.019,159.577,1.250
Net11,8000,0.100582,0.085927,0.011724,0.026,163.584,1.250
Net11,8200,0.075180,0.061260,0.011136,0.019,168.028,1.250
Net11,8400,0.269483,0.254114,0.012295,0.022,171.953,1.250
Net11,8600,0.057473,0.041887,0.012468,0.024,176.059,1.250
Net11,8800,0.110224,0.096858,0.010693,0.019,180.322,1.250
Net11,9000,0.031165,0.019160,0.009604,0.019,184.227,1.250
Net11,9200,0.160293,0.148523,0.009416,0.023,188.356,1.250
Net11,9400,0.051617,0.039873,0.009396,0.018,192.549,1.250
Net11,9600,0.397380,0.385357,0.009618,0.019,196.480,1.250
Net11,9800,0.103000,0.092978,0.008018,0.023,200.679,1.250
Net11,10000,0.149348,0.138952,0.008317,0.019,204.824,1.250
Net11,10200,0.029330,0.019085,0.008196,0.032,208.713,1.250
