net,epoch,loss,pde_loss,bc_loss,epoch_time_s,elapsed_s,lambda_weight
Net11,1,2597.067871,2597.062988,0.006576,0.028,0.028,0.750
Net11,200,7.797314,5.707599,2.786287,0.020,4.006,0.750
Net11,400,43.877914,42.049282,2.438175,0.019,7.989,0.750
Net11,600,3.339344,1.818676,2.027556,0.020,12.570,0.750
Net11,800,3.009857,1.633863,1.834660,0.019,16.528,0.750
Net11,1000,2.106445,0.862985,1.657947,0.019,20.474,0.750
Net11,1200,1.797019,0.716611,1.440544,0.020,25.023,0.750
Net11,1400,7.812770,6.841703,1.294756,0.021,29.003,0.750
Net11,1600,1.924096,0.985043,1.252071,0.018,33.020,0.750
Net11,1800,1.999447,1.160456,1.118654,0.019,37.572,0.750
Net11,2000,1.160670,0.337181,1.097985,0.022,41.602,0.750
Net11,2200,2.111604,1.364636,0.995956,0.020,45.611,0.750
Net11,2400,4.119527,3.422117,0.929880,0.022,50.178,0.750
Net11,2600,6.078847,5.412004,0.889124,0.019,54.186,0.750
Net11,2800,4.801159,4.174434,0.835634,0.028,58.222,0.750
Net11,3000,0.730577,0.159686,0.761188,0.019,62.658,0.750
Net11,3200,1.419431,0.898496,0.694580,0.019,66.666,0.750
Net11,3400,8.107388,7.591598,0.687720,0.024,70.911,0.750
Net11,3600,0.903292,0.422223,0.641426,0.019,75.279,0.750
Net11,3800,0.913238,0.496384,0.555806,0.022,79.279,0.750
Net11,4000,5.526845,5.098630,0.570954,0.036,83.821,0.750
Net11,4200,0.436477,0.097858,0.451492,0.020,87.952,0.750
Net11,4400,1.841107,1.520168,0.427919,0.020,91.916,0.750
Net11,4600,1.609021,1.290270,0.425001,0.019,96.507,0.750
Net11,4800,0.495451,0.229597,0.354471,0.019,100.519,0.750
Net11,5000,2.374125,2.104503,0.359496,0.019,104.517,0.750
Net11,5200,1.250925,1.021600,0.305766,0.019,109.126,0.750
Net11,5400,0.516637,0.294784,0.295803,0.023,113.174,0.750
Net11,5600,0.703149,0.497358,0.274388,0.019,117.196,0.750
Net11,5800,1.734305,1.559754,0.232734,0.019,121.721,0.750
Net11,6000,4.152228,3.987781,0.219264,0.019,125.680,0.750
Net11,6200,1.109586,0.951058,0.211370,0.020,129.693,0.750
